Prognosemodell-Auswertung
==================================================
Prognoseprüfungen gesamt: 6.334
Richtig (+/-30 % oder +/-5 min): 5.263
Trefferquote: 83,09 %
Prognose-Abbrüche: 55
Aufnahmeprognose-Abweisungen: 97
Mittlere geschaetzte Restzeit: 43,54 min
Mittlere tatsaechliche Restzeit: 49,48 min
Mittlere absolute Abweichung: 12,42 min
Mittlere prognostizierte Bearbeitungs-Restzeit: 8,20 min
Mittlere gesampelte Bearbeitungs-Restzeit: 8,20 min
Mittlere absolute Bearbeitungs-Abweichung: 0,00 min

Trefferquote je Phase
--------------------------------------------------
Ankunft: 945/1281 (73,77 %) | Prognose 75,51 min | Ist 79,36 min | abs. Abw. 23,98 min
  Bearbeitung: Prognose 12,12 min | Sample 12,12 min | abs. Abw. 0,00 min
NachArzt: 1219/1219 (100,00 %) | Prognose 17,45 min | Ist 17,47 min | abs. Abw. 0,02 min
  Bearbeitung: Prognose 1,16 min | Sample 1,16 min | abs. Abw. 0,00 min
NachRezeption: 993/1230 (80,73 %) | Prognose 43,75 min | Ist 52,48 min | abs. Abw. 13,25 min
  Bearbeitung: Prognose 10,08 min | Sample 10,08 min | abs. Abw. 0,00 min
NachSchwester: 569/688 (82,70 %) | Prognose 42,99 min | Ist 50,99 min | abs. Abw. 12,17 min
  Bearbeitung: Prognose 7,64 min | Sample 7,64 min | abs. Abw. 0,00 min
VorArzt: 989/1228 (80,54 %) | Prognose 35,24 min | Ist 42,76 min | abs. Abw. 11,07 min
  Bearbeitung: Prognose 7,60 min | Sample 7,60 min | abs. Abw. 0,00 min
VorSchwester: 548/688 (79,65 %) | Prognose 45,21 min | Ist 55,63 min | abs. Abw. 14,00 min
  Bearbeitung: Prognose 12,06 min | Sample 12,06 min | abs. Abw. 0,00 min


Details
PatientId;Phase;ZeitpunktMin;PrognoseRestMin;IstRestMin;AbweichungMin;AbweichungProzent;PrognoseBearbeitungsRestMin;GesampelteBearbeitungsRestMin;AbweichungBearbeitungMin;AbweichungBearbeitungProzent;Korrekt;PrognoseFertigBisSchichtende
50079;Ankunft;214.36;235.41;171.41;64.00;37.33;19.34;19.34;0.00;0.00;0;1
50079;NachRezeption;310.36;97.75;75.42;22.34;29.62;15.94;15.94;0.00;0.00;1;1
50079;VorSchwester;310.36;97.75;75.42;22.34;29.62;15.94;15.94;0.00;0.00;1;1
50079;NachSchwester;316.02;94.14;69.75;24.39;34.96;10.44;10.44;0.00;0.00;0;1
50079;VorArzt;325.38;68.40;60.39;8.01;13.26;10.44;10.44;0.00;0.00;1;1
50079;NachArzt;336.25;49.53;49.53;0.00;0.00;1.48;1.48;0.00;0.00;1;1
50082;Ankunft;220.94;224.01;165.75;58.27;35.16;9.01;9.01;0.00;0.00;0;1
50082;NachRezeption;316.22;87.98;70.47;17.51;24.85;6.81;6.81;0.00;0.00;1;1
50082;VorSchwester;316.22;87.98;70.47;17.51;24.85;6.81;6.81;0.00;0.00;1;1
50082;NachSchwester;318.68;83.60;68.01;15.59;22.92;4.51;4.51;0.00;0.00;1;1
50082;VorArzt;334.35;55.12;52.34;2.78;5.32;4.51;4.51;0.00;0.00;1;1
50082;NachArzt;338.45;48.24;48.24;0.00;0.00;0.92;0.92;0.00;0.00;1;1
50100;Ankunft;302.49;87.12;84.89;2.23;2.63;5.74;5.74;0.00;0.00;1;1
50100;NachRezeption;374.51;12.87;12.87;0.00;0.00;4.82;4.82;0.00;0.00;1;1
50100;VorSchwester;374.51;12.87;12.87;0.00;0.00;4.82;4.82;0.00;0.00;1;1
50100;NachSchwester;376.63;10.58;10.75;-0.17;-1.55;2.87;2.87;0.00;0.00;1;1
50100;VorArzt;380.93;6.45;6.45;0.00;0.00;2.87;2.87;0.00;0.00;1;1
50100;NachArzt;387.13;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50083;Ankunft;223.23;242.81;165.49;77.32;46.72;10.08;10.08;0.00;0.00;0;1
50083;NachRezeption;317.77;92.57;70.95;21.62;30.48;8.52;8.52;-0.00;-0.00;0;1
50083;VorArzt;328.85;70.45;59.87;10.58;17.67;8.52;8.52;-0.00;-0.00;1;1
50083;NachArzt;345.10;43.62;43.62;0.00;0.00;2.03;2.03;-0.00;-0.00;1;1
50103;Ankunft;314.72;75.67;76.74;-1.07;-1.39;7.79;7.79;0.00;0.00;1;1
50103;NachRezeption;379.01;12.44;12.44;0.00;0.00;5.91;5.91;0.00;0.00;1;1
50103;VorSchwester;379.01;12.44;12.44;0.00;0.00;5.91;5.91;0.00;0.00;1;1
50103;NachSchwester;381.15;10.18;10.31;-0.13;-1.26;3.94;3.94;0.00;0.00;1;1
50103;VorArzt;382.22;9.10;9.23;-0.13;-1.41;3.94;3.94;0.00;0.00;1;1
50103;NachArzt;391.21;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50120;Ankunft;394.93;136.72;0.00;136.72;;15.45;;;;0;0
50101;Ankunft;303.79;90.78;91.98;-1.20;-1.31;8.80;8.80;0.00;0.00;1;1
50101;NachRezeption;375.09;17.48;20.69;-3.21;-15.50;8.22;8.22;0.00;0.00;1;1
50101;VorArzt;379.48;16.13;16.30;-0.17;-1.02;8.22;8.22;0.00;0.00;1;1
50101;NachArzt;395.52;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50084;Ankunft;227.46;174.33;175.16;-0.82;-0.47;12.16;12.16;0.00;0.00;1;1
50084;NachRezeption;321.04;40.13;81.58;-41.45;-50.81;11.53;11.53;-0.00;-0.00;0;1
50084;VorSchwester;321.04;40.13;81.58;-41.45;-50.81;11.53;11.53;-0.00;-0.00;0;1
50084;NachSchwester;326.05;38.01;76.56;-38.56;-50.36;6.68;6.68;-0.00;-0.00;0;1
50084;VorArzt;327.21;36.94;75.41;-38.47;-51.02;6.68;6.68;-0.00;-0.00;0;1
50084;NachArzt;402.37;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50122;Ankunft;405.79;75.32;0.00;75.32;;7.90;;;;0;0
50088;Ankunft;240.01;235.17;166.64;68.54;41.13;26.17;26.17;0.00;0.00;0;1
50088;NachRezeption;327.90;87.42;78.74;8.68;11.02;25.06;25.06;0.00;0.00;1;1
50088;VorSchwester;327.90;87.42;78.74;8.68;11.02;25.06;25.06;0.00;0.00;1;1
50088;NachSchwester;331.74;82.56;74.90;7.65;10.22;21.38;21.38;0.00;0.00;1;1
50088;VorArzt;332.62;80.80;74.03;6.77;9.15;21.38;21.38;0.00;0.00;1;1
50088;NachArzt;354.69;51.95;51.95;0.00;0.00;7.05;7.05;-0.00;-0.00;1;1
50109;Ankunft;349.09;66.67;58.52;8.15;13.92;5.11;5.11;0.00;0.00;1;1
50109;NachRezeption;388.92;18.53;18.70;-0.17;-0.89;4.83;4.83;0.00;0.00;1;1
50109;VorArzt;399.34;8.28;8.28;0.00;0.00;4.83;4.83;0.00;0.00;1;1
50109;NachArzt;407.36;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50036;Ankunft;126.78;124.24;285.76;-161.52;-56.52;31.75;31.75;0.00;0.00;0;1
50036;NachRezeption;171.56;74.69;240.98;-166.29;-69.00;28.25;28.25;0.00;0.00;0;1
50036;VorSchwester;171.56;74.69;240.98;-166.29;-69.00;28.25;28.25;0.00;0.00;0;1
50036;NachSchwester;182.31;78.62;230.23;-151.61;-65.85;17.66;17.66;0.00;0.00;0;1
50036;VorArzt;189.62;77.68;222.92;-145.25;-65.16;17.66;17.66;0.00;0.00;0;1
50036;NachArzt;371.22;41.32;41.32;0.00;0.00;4.50;4.50;-0.00;-0.00;1;1
50090;Ankunft;257.98;209.56;155.42;54.13;34.83;7.71;7.71;0.00;0.00;0;1
50090;NachRezeption;357.95;67.37;55.45;11.92;21.49;5.18;5.18;0.00;0.00;1;1
50090;VorArzt;358.34;66.59;55.06;11.53;20.95;5.18;5.18;0.00;0.00;1;1
50090;NachArzt;373.74;39.66;39.66;0.00;0.00;0.86;0.86;-0.00;-0.00;1;1
50111;Ankunft;351.00;69.81;62.72;7.09;11.31;14.59;14.59;0.00;0.00;1;1
50111;NachRezeption;395.22;25.63;18.50;7.13;38.53;13.86;13.86;0.00;0.00;0;1
50111;VorSchwester;395.22;25.63;18.50;7.13;38.53;13.86;13.86;0.00;0.00;0;1
50111;NachSchwester;403.31;17.70;10.41;7.30;70.08;5.94;5.94;-0.00;-0.00;0;1
50111;VorArzt;403.61;17.40;10.11;7.30;72.17;5.94;5.94;-0.00;-0.00;0;1
50111;NachArzt;413.47;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50087;Ankunft;235.96;174.44;178.77;-4.33;-2.42;25.88;25.88;0.00;0.00;1;1
50087;NachRezeption;326.78;55.84;87.95;-32.11;-36.51;25.33;25.33;0.00;0.00;0;1
50087;VorSchwester;326.78;55.84;87.95;-32.11;-36.51;25.33;25.33;0.00;0.00;0;1
50087;NachSchwester;334.31;56.67;80.42;-23.75;-29.53;17.97;17.97;0.00;0.00;1;1
50087;VorArzt;336.78;54.37;77.95;-23.58;-30.25;17.97;17.97;0.00;0.00;0;1
50087;NachArzt;414.48;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50097;Ankunft;287.02;175.21;128.13;47.08;36.75;3.63;3.63;0.00;0.00;0;1
50097;NachRezeption;370.87;43.34;44.27;-0.93;-2.11;2.97;2.97;0.00;0.00;1;1
50097;VorArzt;371.57;46.45;43.58;2.87;6.59;2.97;2.97;0.00;0.00;1;1
50097;NachArzt;375.13;40.01;40.01;0.00;0.00;1.74;1.74;0.00;0.00;1;1
50092;Ankunft;263.60;201.66;154.36;47.30;30.64;7.53;7.53;0.00;0.00;0;1
50092;NachRezeption;359.49;68.03;58.46;9.57;16.37;6.96;6.96;0.00;0.00;1;1
50092;VorArzt;359.66;67.70;58.30;9.40;16.13;6.96;6.96;0.00;0.00;1;1
50092;NachArzt;377.57;40.39;40.39;0.00;0.00;2.82;2.82;0.00;0.00;1;1
50072;Ankunft;203.34;223.50;215.80;7.71;3.57;11.15;11.15;0.00;0.00;1;1
50072;NachRezeption;263.17;195.59;155.96;39.63;25.41;9.95;9.95;-0.00;-0.00;1;1
50072;VorSchwester;263.17;195.59;155.96;39.63;25.41;9.95;9.95;-0.00;-0.00;1;1
50072;NachSchwester;268.26;186.95;150.87;36.08;23.91;5.03;5.03;-0.00;-0.00;1;1
50072;VorArzt;358.54;68.00;60.59;7.41;12.22;5.03;5.03;-0.00;-0.00;1;1
50072;NachArzt;379.14;39.99;39.99;0.00;0.00;1.18;1.18;-0.00;-0.00;1;1
50099;Ankunft;300.08;168.91;120.20;48.71;40.53;10.22;10.22;0.00;0.00;0;1
50099;NachRezeption;373.60;53.40;46.67;6.73;14.42;8.92;8.92;0.00;0.00;1;1
50099;VorArzt;374.13;53.37;46.14;7.23;15.67;8.92;8.92;0.00;0.00;1;1
50099;NachArzt;387.09;33.18;33.18;0.00;0.00;1.14;1.14;0.00;0.00;1;1
50102;Ankunft;307.01;106.62;114.17;-7.55;-6.62;9.35;9.35;0.00;0.00;1;1
50102;NachRezeption;377.14;36.13;44.04;-7.91;-17.96;7.30;7.30;0.00;0.00;1;1
50102;VorArzt;405.56;9.52;15.62;-6.10;-39.08;7.30;7.30;0.00;0.00;0;1
50102;NachArzt;420.93;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50107;Ankunft;331.09;118.98;90.46;28.52;31.53;10.73;10.73;0.00;0.00;0;1
50107;NachRezeption;384.21;48.23;37.35;10.88;29.13;9.48;9.48;0.00;0.00;1;1
50107;VorSchwester;384.21;48.23;37.35;10.88;29.13;9.48;9.48;0.00;0.00;1;1
50107;NachSchwester;387.88;42.04;33.68;8.36;24.83;5.98;5.98;-0.00;-0.00;1;1
50107;VorArzt;390.28;37.24;31.28;5.96;19.05;5.98;5.98;-0.00;-0.00;1;1
50107;NachArzt;396.35;25.21;25.21;0.00;0.00;1.01;1.01;-0.00;-0.00;1;1
50106;Ankunft;327.37;147.09;96.07;51.02;53.11;9.91;9.91;0.00;0.00;0;1
50106;NachRezeption;382.96;74.94;40.48;34.46;85.14;8.54;8.54;0.00;0.00;0;1
50106;VorArzt;406.86;24.08;16.58;7.50;45.20;8.54;8.54;0.00;0.00;0;1
50106;NachArzt;421.75;1.69;1.69;0.00;0.00;1.44;1.44;0.00;0.00;1;1
50110;Ankunft;349.91;112.19;76.73;35.46;46.21;14.94;14.94;0.00;0.00;0;1
50110;NachRezeption;394.49;52.40;32.16;20.24;62.95;9.37;9.37;0.00;0.00;0;1
50110;VorSchwester;394.49;52.40;32.16;20.24;62.95;9.37;9.37;0.00;0.00;0;1
50110;NachSchwester;399.55;43.56;27.10;16.46;60.76;4.48;4.48;-0.00;-0.00;0;1
50110;VorArzt;416.29;15.53;10.35;5.18;50.03;4.48;4.48;-0.00;-0.00;0;1
50110;NachArzt;425.53;1.11;1.11;0.00;0.00;0.86;0.86;-0.00;-0.00;1;1
50114;Ankunft;353.99;74.17;72.76;1.42;1.95;9.49;9.49;0.00;0.00;1;1
50114;NachRezeption;399.51;25.31;27.24;-1.92;-7.07;8.67;8.67;0.00;0.00;1;1
50114;VorSchwester;401.75;24.14;25.00;-0.86;-3.43;8.67;8.67;0.00;0.00;1;1
50114;NachSchwester;405.18;21.23;21.56;-0.33;-1.55;5.40;5.40;0.00;0.00;1;1
50114;VorArzt;419.00;7.74;7.74;0.00;0.00;5.40;5.40;0.00;0.00;1;1
50114;NachArzt;426.49;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50121;Ankunft;395.67;46.42;35.80;10.62;29.67;4.97;4.97;0.00;0.00;1;1
50121;NachRezeption;420.47;11.01;11.01;0.00;0.00;4.70;4.70;0.00;0.00;1;1
50121;VorSchwester;420.47;11.01;11.01;0.00;0.00;4.70;4.70;0.00;0.00;1;1
50121;NachSchwester;422.40;9.08;9.08;0.00;0.00;2.93;2.93;-0.00;-0.00;1;1
50121;VorArzt;428.12;3.35;3.35;0.00;0.00;2.93;2.93;-0.00;-0.00;1;1
50121;NachArzt;431.22;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50117;Ankunft;367.19;74.12;76.27;-2.15;-2.82;26.00;26.00;0.00;0.00;1;1
50117;NachRezeption;407.96;35.34;35.51;-0.17;-0.47;24.60;24.60;0.00;0.00;1;1
50117;VorSchwester;407.96;35.34;35.51;-0.17;-0.47;24.60;24.60;0.00;0.00;1;1
50117;NachSchwester;415.21;28.09;28.25;-0.17;-0.59;17.52;17.52;0.00;0.00;1;1
50117;VorArzt;416.53;26.77;26.94;-0.17;-0.62;17.52;17.52;0.00;0.00;1;1
50117;NachArzt;443.21;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50112;Ankunft;353.16;110.75;103.80;6.94;6.69;14.21;14.21;0.00;0.00;1;1
50112;NachRezeption;398.68;58.28;58.28;0.00;0.00;10.74;10.74;0.00;0.00;1;1
50112;VorSchwester;398.68;58.28;58.28;0.00;0.00;10.74;10.74;0.00;0.00;1;1
50112;NachSchwester;403.77;53.20;53.20;0.00;0.00;5.82;5.82;0.00;0.00;1;1
50112;VorArzt;450.72;6.24;6.24;0.00;0.00;5.82;5.82;0.00;0.00;1;1
50112;NachArzt;456.71;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60001;Ankunft;0.00;7.82;7.82;0.00;0.00;7.06;7.06;0.00;0.00;1;1
60001;NachRezeption;4.99;2.84;2.84;0.00;0.00;2.16;2.16;0.00;0.00;1;1
60001;VorArzt;5.25;2.57;2.57;0.00;0.00;2.16;2.16;0.00;0.00;1;1
60001;NachArzt;7.57;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60004;Ankunft;18.61;14.36;14.36;0.00;0.00;9.76;9.76;0.00;0.00;1;1
60004;NachRezeption;20.22;12.75;12.75;0.00;0.00;8.24;8.24;0.00;0.00;1;1
60004;VorArzt;24.32;8.65;8.65;0.00;0.00;8.24;8.24;0.00;0.00;1;1
60004;NachArzt;32.72;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60005;Ankunft;20.72;17.63;17.16;0.47;2.74;15.27;15.27;0.00;0.00;1;1
60005;NachRezeption;22.67;15.21;15.21;0.00;0.00;13.41;13.41;0.00;0.00;1;1
60005;VorSchwester;22.67;15.21;15.21;0.00;0.00;13.41;13.41;0.00;0.00;1;1
60005;NachSchwester;27.14;10.74;10.74;0.00;0.00;9.10;9.10;-0.00;-0.00;1;1
60005;VorArzt;28.36;9.52;9.52;0.00;0.00;9.10;9.10;-0.00;-0.00;1;1
60005;NachArzt;37.63;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60003;Ankunft;17.01;35.70;25.56;10.14;39.69;10.55;10.55;0.00;0.00;0;1
60003;NachRezeption;18.35;24.22;24.22;0.00;0.00;9.29;9.29;0.00;0.00;1;1
60003;VorSchwester;18.35;24.22;24.22;0.00;0.00;9.29;9.29;0.00;0.00;1;1
60003;NachSchwester;22.16;20.92;20.41;0.51;2.51;5.65;5.65;-0.00;-0.00;1;1
60003;VorArzt;36.51;6.06;6.06;0.00;0.00;5.65;5.65;-0.00;-0.00;1;1
60003;NachArzt;42.08;0.49;0.49;0.00;0.00;0.24;0.24;0.00;0.00;1;1
60006;Ankunft;30.70;24.52;19.89;4.63;23.27;13.46;13.46;0.00;0.00;1;1
60006;NachRezeption;33.34;12.57;17.26;-4.68;-27.14;10.91;10.91;0.00;0.00;1;1
60006;VorSchwester;33.34;12.57;17.26;-4.68;-27.14;10.91;10.91;0.00;0.00;1;1
60006;NachSchwester;37.94;8.96;12.65;-3.69;-29.16;6.47;6.47;0.00;0.00;1;1
60006;VorArzt;39.02;7.67;11.57;-3.90;-33.71;6.47;6.47;0.00;0.00;1;1
60006;NachArzt;45.37;5.23;5.23;0.00;0.00;0.29;0.29;0.00;0.00;1;1
60008;Ankunft;38.69;18.47;15.39;3.09;20.06;5.94;5.94;0.00;0.00;1;1
60008;NachRezeption;39.80;12.32;14.28;-1.96;-13.75;5.07;5.07;-0.00;-0.00;1;1
60008;VorSchwester;39.80;12.32;14.28;-1.96;-13.75;5.07;5.07;-0.00;-0.00;1;1
60008;NachSchwester;41.78;10.34;12.30;-1.96;-15.95;3.26;3.26;0.00;0.00;1;1
60008;VorArzt;48.44;6.86;5.64;1.21;21.51;3.26;3.26;0.00;0.00;1;1
60008;NachArzt;50.66;3.42;3.42;0.00;0.00;1.21;1.21;0.00;0.00;1;1
60007;Ankunft;36.60;37.62;23.45;14.17;60.39;14.87;14.87;0.00;0.00;0;1
60007;NachRezeption;38.93;21.99;21.12;0.87;4.11;12.63;12.63;0.00;0.00;1;1
60007;VorSchwester;38.93;21.99;21.12;0.87;4.11;12.63;12.63;0.00;0.00;1;1
60007;NachSchwester;43.49;16.57;16.57;0.00;0.00;8.24;8.24;0.00;0.00;1;1
60007;VorArzt;51.40;11.26;8.66;2.60;30.00;8.24;8.24;0.00;0.00;1;1
60007;NachArzt;58.43;1.63;1.63;0.00;0.00;1.38;1.38;-0.00;-0.00;1;1
60009;Ankunft;40.18;14.46;20.85;-6.39;-30.63;3.17;3.17;0.00;0.00;0;1
60009;NachRezeption;41.25;13.39;19.78;-6.39;-32.29;2.18;2.18;0.00;0.00;0;1
60009;VorArzt;52.04;8.99;8.99;0.00;0.00;2.18;2.18;0.00;0.00;1;1
60009;NachArzt;60.78;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60012;Ankunft;49.41;16.77;12.53;4.23;33.78;3.67;3.67;0.00;0.00;1;1
60012;NachRezeption;52.79;9.16;9.16;0.00;0.00;2.49;2.49;-0.00;-0.00;1;1
60012;VorSchwester;52.79;9.16;9.16;0.00;0.00;2.49;2.49;-0.00;-0.00;1;1
60012;NachSchwester;54.70;7.08;7.25;-0.17;-2.30;0.75;0.75;-0.00;-0.00;1;1
60012;VorArzt;58.40;3.38;3.55;-0.17;-4.69;0.75;0.75;-0.00;-0.00;1;1
60012;NachArzt;61.70;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60002;Ankunft;14.31;51.71;48.13;3.58;7.44;25.04;25.04;0.00;0.00;1;1
60002;NachRezeption;15.54;46.90;46.90;0.00;0.00;23.90;23.90;-0.00;-0.00;1;1
60002;VorSchwester;15.54;46.90;46.90;0.00;0.00;23.90;23.90;-0.00;-0.00;1;1
60002;NachSchwester;26.48;35.96;35.96;0.00;0.00;13.12;13.12;0.00;0.00;1;1
60002;VorArzt;48.90;16.25;13.54;2.71;20.06;13.12;13.12;0.00;0.00;1;1
60002;NachArzt;60.95;1.49;1.49;0.00;0.00;1.24;1.24;0.00;0.00;1;1
60010;Ankunft;44.90;25.45;25.95;-0.50;-1.94;21.27;21.27;0.00;0.00;1;1
60010;NachRezeption;50.22;20.29;20.63;-0.34;-1.64;16.03;16.03;0.00;0.00;1;1
60010;VorSchwester;50.22;20.29;20.63;-0.34;-1.64;16.03;16.03;0.00;0.00;1;1
60010;NachSchwester;56.93;13.92;13.92;0.00;0.00;9.48;9.48;0.00;0.00;1;1
60010;VorArzt;57.29;13.56;13.56;0.00;0.00;9.48;9.48;0.00;0.00;1;1
60010;NachArzt;70.60;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60013;Ankunft;57.88;17.74;18.10;-0.37;-2.02;14.14;14.14;0.00;0.00;1;1
60013;NachRezeption;58.27;17.35;17.72;-0.37;-2.06;13.84;13.84;0.00;0.00;1;1
60013;VorArzt;59.44;16.87;16.54;0.33;2.01;13.84;13.84;0.00;0.00;1;1
60013;NachArzt;73.75;2.23;2.23;0.00;0.00;1.95;1.95;-0.00;-0.00;1;1
60011;Ankunft;46.46;29.53;30.83;-1.31;-4.24;7.48;7.48;0.00;0.00;1;1
60011;NachRezeption;51.61;20.39;25.68;-5.29;-20.58;6.38;6.38;-0.00;-0.00;1;1
60011;VorSchwester;51.61;20.39;25.68;-5.29;-20.58;6.38;6.38;-0.00;-0.00;1;1
60011;NachSchwester;52.90;17.82;24.39;-6.57;-26.94;5.26;5.26;-0.00;-0.00;1;1
60011;VorArzt;63.95;12.32;13.34;-1.02;-7.65;5.26;5.26;-0.00;-0.00;1;1
60011;NachArzt;74.71;2.58;2.58;0.00;0.00;1.31;1.31;-0.00;-0.00;1;1
60014;Ankunft;64.14;16.99;16.99;0.00;0.00;10.21;10.21;0.00;0.00;1;1
60014;NachRezeption;67.47;13.66;13.66;0.00;0.00;6.97;6.97;0.00;0.00;1;1
60014;VorArzt;68.17;12.97;12.97;0.00;0.00;6.97;6.97;0.00;0.00;1;1
60014;NachArzt;80.88;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60016;Ankunft;80.20;6.27;6.27;0.00;0.00;4.93;4.93;0.00;0.00;1;1
60016;NachRezeption;81.39;5.08;5.08;0.00;0.00;3.83;3.83;0.00;0.00;1;1
60016;VorArzt;82.23;4.24;4.24;0.00;0.00;3.83;3.83;0.00;0.00;1;1
60016;NachArzt;86.22;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60018;Ankunft;82.36;20.72;20.18;0.54;2.67;16.99;16.99;0.00;0.00;1;1
60018;NachRezeption;84.90;17.63;17.63;0.00;0.00;15.88;15.88;0.00;0.00;1;1
60018;VorSchwester;84.90;17.63;17.63;0.00;0.00;15.88;15.88;0.00;0.00;1;1
60018;NachSchwester;88.74;13.79;13.79;0.00;0.00;12.21;12.21;0.00;0.00;1;1
60018;VorArzt;89.91;12.63;12.63;0.00;0.00;12.21;12.21;0.00;0.00;1;1
60018;NachArzt;102.28;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60015;Ankunft;71.04;37.52;44.67;-7.15;-16.00;11.16;11.16;0.00;0.00;1;1
60015;NachRezeption;73.95;36.57;41.76;-5.20;-12.44;8.33;8.33;0.00;0.00;1;1
60015;VorArzt;99.81;19.46;15.90;3.56;22.38;8.33;8.33;0.00;0.00;1;1
60015;NachArzt;108.98;6.73;6.73;0.00;0.00;1.80;1.80;0.00;0.00;1;1
60019;Ankunft;91.91;26.63;26.63;0.00;0.00;24.92;24.92;0.00;0.00;1;1
60019;NachRezeption;94.86;23.68;23.68;0.00;0.00;22.06;22.06;0.00;0.00;1;1
60019;VorArzt;96.06;22.48;22.48;0.00;0.00;22.06;22.06;0.00;0.00;1;1
60019;NachArzt;118.29;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60020;Ankunft;96.16;16.70;23.08;-6.38;-27.63;13.51;13.51;0.00;0.00;1;1
60020;NachRezeption;106.12;13.53;13.12;0.41;3.12;3.63;3.63;0.00;0.00;1;1
60020;VorArzt;106.84;12.10;12.41;-0.30;-2.45;3.63;3.63;0.00;0.00;1;1
60020;NachArzt;110.99;8.25;8.25;0.00;0.00;1.79;1.79;0.00;0.00;1;1
60022;Ankunft;100.93;29.63;23.05;6.58;28.54;9.60;9.60;0.00;0.00;1;1
60022;NachRezeption;110.48;14.99;13.50;1.49;11.01;7.17;7.17;0.00;0.00;1;1
60022;VorArzt;110.76;14.42;13.22;1.20;9.11;7.17;7.17;0.00;0.00;1;1
60022;NachArzt;116.15;7.83;7.83;0.00;0.00;2.17;2.17;0.00;0.00;1;1
60023;Ankunft;103.17;37.11;27.51;9.60;34.89;9.29;9.29;0.00;0.00;0;1
60023;NachRezeption;112.74;19.41;17.93;1.47;8.23;7.02;7.02;0.00;0.00;1;1
60023;VorArzt;113.08;18.74;17.60;1.14;6.49;7.02;7.02;0.00;0.00;1;1
60023;NachArzt;125.28;5.39;5.39;0.00;0.00;0.20;0.20;0.00;0.00;1;1
60017;Ankunft;82.00;38.72;50.26;-11.55;-22.97;17.41;17.41;0.00;0.00;1;1
60017;NachRezeption;83.80;36.92;48.47;-11.55;-23.82;15.70;15.70;0.00;0.00;1;1
60017;VorArzt;104.61;20.50;27.66;-7.17;-25.91;15.70;15.70;0.00;0.00;1;1
60017;NachArzt;132.02;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60027;Ankunft;113.90;22.16;20.97;1.19;5.66;7.71;7.71;0.00;0.00;1;1
60027;NachRezeption;121.72;15.50;13.15;2.35;17.87;5.74;5.74;-0.00;-0.00;1;1
60027;VorArzt;122.25;14.44;12.62;1.82;14.44;5.74;5.74;-0.00;-0.00;1;1
60027;NachArzt;129.01;5.86;5.86;0.00;0.00;2.17;2.17;0.00;0.00;1;1
60030;Ankunft;119.71;21.27;16.21;5.06;31.20;3.88;3.88;0.00;0.00;0;1
60030;NachRezeption;125.83;19.25;10.09;9.16;90.79;3.48;3.48;0.00;0.00;0;1
60030;VorArzt;126.37;18.72;9.56;9.16;95.87;3.48;3.48;0.00;0.00;0;1
60030;NachArzt;135.67;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
60025;Ankunft;109.63;28.20;32.75;-4.56;-13.91;8.94;8.94;0.00;0.00;1;1
60025;NachRezeption;117.37;22.53;25.01;-2.48;-9.92;7.20;7.20;-0.00;-0.00;1;1
60025;VorArzt;120.91;18.60;21.47;-2.88;-13.41;7.20;7.20;-0.00;-0.00;1;1
60025;NachArzt;135.33;7.05;7.05;0.00;0.00;1.05;1.05;-0.00;-0.00;1;1
60032;Ankunft;122.55;21.60;20.75;0.85;4.11;4.76;4.76;0.00;0.00;1;1
60032;NachRezeption;130.39;16.66;12.91;3.75;29.04;1.88;1.88;-0.00;-0.00;1;1
60032;VorArzt;135.03;8.82;8.27;0.55;6.65;1.88;1.88;-0.00;-0.00;1;1
60032;NachArzt;136.46;6.84;6.84;0.00;0.00;0.92;0.92;-0.00;-0.00;1;1
60028;Ankunft;116.42;34.45;32.99;1.45;4.41;11.11;11.11;0.00;0.00;1;1
