Prognosemodell-Auswertung
==================================================
Prognoseprüfungen gesamt: 6.334
Richtig (+/-30 % oder +/-5 min): 5.263
Trefferquote: 83,09 %
Prognose-Abbrüche: 55
Aufnahmeprognose-Abweisungen: 97
Mittlere geschaetzte Restzeit: 43,54 min
Mittlere tatsaechliche Restzeit: 49,48 min
Mittlere absolute Abweichung: 12,42 min
Mittlere prognostizierte Bearbeitungs-Restzeit: 8,20 min
Mittlere gesampelte Bearbeitungs-Restzeit: 8,20 min
Mittlere absolute Bearbeitungs-Abweichung: 0,00 min

Trefferquote je Phase
--------------------------------------------------
Ankunft: 945/1281 (73,77 %) | Prognose 75,51 min | Ist 79,36 min | abs. Abw. 23,98 min
  Bearbeitung: Prognose 12,12 min | Sample 12,12 min | abs. Abw. 0,00 min
NachArzt: 1219/1219 (100,00 %) | Prognose 17,45 min | Ist 17,47 min | abs. Abw. 0,02 min
  Bearbeitung: Prognose 1,16 min | Sample 1,16 min | abs. Abw. 0,00 min
NachRezeption: 993/1230 (80,73 %) | Prognose 43,75 min | Ist 52,48 min | abs. Abw. 13,25 min
  Bearbeitung: Prognose 10,08 min | Sample 10,08 min | abs. Abw. 0,00 min
NachSchwester: 569/688 (82,70 %) | Prognose 42,99 min | Ist 50,99 min | abs. Abw. 12,17 min
  Bearbeitung: Prognose 7,64 min | Sample 7,64 min | abs. Abw. 0,00 min
VorArzt: 989/1228 (80,54 %) | Prognose 35,24 min | Ist 42,76 min | abs. Abw. 11,07 min
  Bearbeitung: Prognose 7,60 min | Sample 7,60 min | abs. Abw. 0,00 min
VorSchwester: 548/688 (79,65 %) | Prognose 45,21 min | Ist 55,63 min | abs. Abw. 14,00 min
  Bearbeitung: Prognose 12,06 min | Sample 12,06 min | abs. Abw. 0,00 min


Details
PatientId;Phase;ZeitpunktMin;PrognoseRestMin;IstRestMin;AbweichungMin;AbweichungProzent;PrognoseBearbeitungsRestMin;GesampelteBearbeitungsRestMin;AbweichungBearbeitungMin;AbweichungBearbeitungProzent;Korrekt;PrognoseFertigBisSchichtende
50021;NachSchwester;112.49;47.50;82.25;-34.76;-42.25;14.38;14.38;0.00;0.00;0;1
50021;VorArzt;134.88;58.29;59.86;-1.58;-2.63;14.38;14.38;0.00;0.00;1;1
50021;NachArzt;152.61;42.13;42.13;0.00;0.00;4.84;4.84;0.00;0.00;1;1
50046;Ankunft;152.41;50.85;52.76;-1.91;-3.62;16.00;16.00;0.00;0.00;1;1
50046;NachRezeption;189.82;21.35;15.36;5.99;39.00;10.50;10.50;0.00;0.00;0;1
50046;VorSchwester;189.82;21.35;15.36;5.99;39.00;10.50;10.50;0.00;0.00;0;1
50046;NachSchwester;193.45;18.59;11.73;6.87;58.57;7.04;7.04;0.00;0.00;0;1
50046;VorArzt;194.65;17.56;10.53;7.03;66.80;7.04;7.04;0.00;0.00;0;1
50046;NachArzt;204.93;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50029;Ankunft;115.40;52.70;90.54;-37.84;-41.79;24.82;24.82;0.00;0.00;0;1
50029;NachRezeption;132.64;75.94;73.30;2.65;3.61;20.17;20.17;0.00;0.00;1;1
50029;VorArzt;134.91;64.39;71.02;-6.64;-9.35;20.17;20.17;0.00;0.00;1;1
50029;NachArzt;167.67;37.42;38.26;-0.84;-2.20;1.35;1.35;-0.00;-0.00;1;1
50031;Ankunft;118.83;69.75;93.82;-24.06;-25.65;32.65;32.65;0.00;0.00;1;1
50031;NachRezeption;150.22;53.89;62.43;-8.53;-13.67;16.88;16.88;-0.00;-0.00;1;1
50031;VorSchwester;150.22;53.89;62.43;-8.53;-13.67;16.88;16.88;-0.00;-0.00;1;1
50031;NachSchwester;157.53;52.97;55.11;-2.14;-3.89;9.73;9.73;-0.00;-0.00;1;1
50031;VorArzt;160.84;54.19;51.81;2.39;4.61;9.73;9.73;-0.00;-0.00;1;1
50031;NachArzt;176.25;36.39;36.39;0.00;0.00;1.32;1.32;-0.00;-0.00;1;1
50039;Ankunft;134.89;67.50;78.59;-11.09;-14.11;10.72;10.72;0.00;0.00;1;1
50039;NachRezeption;173.50;28.86;39.98;-11.12;-27.82;10.35;10.35;0.00;0.00;1;1
50039;VorSchwester;174.90;27.46;38.58;-11.12;-28.83;10.35;10.35;0.00;0.00;1;1
50039;NachSchwester;179.97;22.39;33.51;-11.12;-33.19;5.99;5.99;0.00;0.00;0;1
50039;VorArzt;195.95;8.18;17.53;-9.35;-53.34;5.99;5.99;0.00;0.00;0;1
50039;NachArzt;213.23;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50041;Ankunft;138.75;77.99;75.52;2.46;3.26;5.77;5.77;0.00;0.00;1;1
50041;NachRezeption;176.44;40.91;37.83;3.08;8.14;3.27;3.27;0.00;0.00;1;1
50041;VorArzt;177.05;39.68;37.22;2.47;6.63;3.27;3.27;0.00;0.00;1;1
50041;NachArzt;179.35;34.92;34.92;0.00;0.00;1.14;1.14;-0.00;-0.00;1;1
50047;Ankunft;152.99;53.06;65.01;-11.95;-18.38;5.07;5.07;0.00;0.00;1;1
50047;NachRezeption;195.39;18.92;22.61;-3.69;-16.30;4.34;4.34;0.00;0.00;1;1
50047;VorArzt;201.28;10.38;16.71;-6.32;-37.85;4.34;4.34;0.00;0.00;0;1
50047;NachArzt;217.74;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50035;Ankunft;126.52;97.43;94.01;3.41;3.63;16.62;16.62;0.00;0.00;1;1
50035;NachRezeption;168.06;60.82;52.47;8.36;15.92;12.18;12.18;0.00;0.00;1;1
50035;VorArzt;174.23;49.61;46.30;3.31;7.15;12.18;12.18;0.00;0.00;1;1
50035;NachArzt;183.56;36.97;36.97;0.00;0.00;3.02;3.02;0.00;0.00;1;1
50057;Ankunft;168.01;58.67;73.26;-14.59;-19.91;18.09;18.09;0.00;0.00;1;1
50057;NachRezeption;210.12;47.31;31.15;16.16;51.88;13.82;13.82;-0.00;-0.00;0;1
50057;VorArzt;212.45;44.98;28.82;16.16;56.07;13.82;13.82;-0.00;-0.00;0;1
50057;NachArzt;241.02;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50044;Ankunft;147.69;83.61;104.44;-20.84;-19.95;11.21;11.21;0.00;0.00;1;1
50044;NachRezeption;181.86;54.79;70.28;-15.49;-22.04;10.82;10.82;0.00;0.00;1;1
50044;VorArzt;183.07;50.38;69.07;-18.70;-27.07;10.82;10.82;0.00;0.00;1;1
50044;NachArzt;197.73;54.41;54.41;0.00;0.00;3.54;3.54;0.00;0.00;1;1
50058;Ankunft;172.21;54.71;85.39;-30.68;-35.93;12.44;12.44;0.00;0.00;0;1
50058;NachRezeption;210.51;42.22;47.10;-4.88;-10.36;12.06;12.06;0.00;0.00;1;1
50058;VorSchwester;210.51;42.22;47.10;-4.88;-10.36;12.06;12.06;0.00;0.00;1;1
50058;NachSchwester;213.89;42.04;43.72;-1.68;-3.83;8.84;8.84;0.00;0.00;1;1
50058;VorArzt;217.42;41.63;40.18;1.44;3.60;8.84;8.84;0.00;0.00;1;1
50058;NachArzt;257.36;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50062;Ankunft;181.21;51.42;77.88;-26.46;-33.97;10.65;10.65;0.00;0.00;0;1
50062;NachRezeption;217.43;52.40;41.66;10.74;25.77;8.44;8.44;0.00;0.00;1;1
50062;VorArzt;217.73;52.10;41.36;10.74;25.96;8.44;8.44;0.00;0.00;1;1
50062;NachArzt;258.84;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50043;Ankunft;146.27;85.39;113.78;-28.39;-24.95;12.83;12.83;0.00;0.00;1;1
50043;NachRezeption;181.47;52.35;78.59;-26.23;-33.38;11.19;11.19;0.00;0.00;0;1
50043;VorSchwester;181.47;52.35;78.59;-26.23;-33.38;11.19;11.19;0.00;0.00;0;1
50043;NachSchwester;185.40;52.24;74.66;-22.42;-30.02;7.43;7.43;-0.00;-0.00;0;1
50043;VorArzt;188.63;47.56;71.43;-23.87;-33.41;7.43;7.43;-0.00;-0.00;0;1
50043;NachArzt;200.82;59.23;59.23;0.00;0.00;1.08;1.08;-0.00;-0.00;1;1
50048;Ankunft;154.41;88.37;107.64;-19.28;-17.91;4.62;4.62;0.00;0.00;1;1
50048;NachRezeption;196.45;58.65;65.60;-6.95;-10.59;3.55;3.55;0.00;0.00;1;1
50048;VorArzt;197.83;58.19;64.22;-6.03;-9.39;3.55;3.55;0.00;0.00;1;1
50048;NachArzt;202.54;59.51;59.51;0.00;0.00;2.00;2.00;0.00;0.00;1;1
50091;Ankunft;263.28;242.97;0.00;242.97;;12.50;;;;0;0
50093;Ankunft;263.63;236.81;0.00;236.81;;12.33;;;;0;0
50094;Ankunft;265.97;233.84;0.00;233.84;;18.10;;;;0;0
50068;Ankunft;196.59;79.49;70.96;8.53;12.03;10.38;10.38;0.00;0.00;1;1
50068;NachRezeption;248.51;19.04;19.04;-0.00;-0.00;5.90;5.90;0.00;0.00;1;1
50068;VorSchwester;248.51;19.04;19.04;-0.00;-0.00;5.90;5.90;0.00;0.00;1;1
50068;NachSchwester;250.69;16.70;16.86;-0.17;-0.99;3.89;3.89;0.00;0.00;1;1
50068;VorArzt;262.08;5.47;5.47;0.00;0.00;3.89;3.89;0.00;0.00;1;1
50068;NachArzt;267.30;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50034;Ankunft;124.99;118.63;155.16;-36.53;-23.55;8.70;8.70;0.00;0.00;1;1
50034;NachRezeption;163.63;78.74;116.52;-37.78;-32.42;7.14;7.14;-0.00;-0.00;0;1
50034;VorSchwester;163.63;78.74;116.52;-37.78;-32.42;7.14;7.14;-0.00;-0.00;0;1
50034;NachSchwester;165.13;77.27;115.03;-37.76;-32.83;5.82;5.82;-0.00;-0.00;0;1
50034;VorArzt;199.98;63.98;80.17;-16.19;-20.19;5.82;5.82;-0.00;-0.00;1;1
50034;NachArzt;206.64;73.51;73.51;0.00;0.00;1.88;1.88;-0.00;-0.00;1;1
50064;Ankunft;186.17;61.23;95.24;-34.01;-35.71;10.25;10.25;0.00;0.00;0;1
50064;NachRezeption;222.66;54.93;58.75;-3.82;-6.50;8.64;8.64;0.00;0.00;1;1
50064;VorArzt;225.93;45.70;55.48;-9.78;-17.63;8.64;8.64;0.00;0.00;1;1
50064;NachArzt;281.16;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50052;Ankunft;162.92;83.60;120.76;-37.15;-30.77;5.87;5.87;0.00;0.00;0;1
50052;NachRezeption;199.79;69.55;83.88;-14.34;-17.09;5.50;5.50;0.00;0.00;1;1
50052;VorArzt;200.95;68.84;82.72;-13.88;-16.78;5.50;5.50;0.00;0.00;1;1
50052;NachArzt;207.08;76.60;76.60;0.00;0.00;3.52;3.52;-0.00;-0.00;1;1
50096;Ankunft;283.68;221.70;0.00;221.70;;16.50;;;;0;0
50051;Ankunft;162.42;81.04;124.57;-43.54;-34.95;5.57;5.57;0.00;0.00;0;1
50051;NachRezeption;199.42;67.59;87.57;-19.98;-22.82;4.19;4.19;0.00;0.00;1;1
50051;VorArzt;201.46;64.19;85.53;-21.34;-24.95;4.19;4.19;0.00;0.00;1;1
50051;NachArzt;209.17;77.83;77.83;0.00;0.00;1.84;1.84;0.00;0.00;1;1
50098;Ankunft;289.13;193.89;0.00;193.89;;14.18;;;;0;0
50073;Ankunft;206.22;84.45;86.58;-2.13;-2.46;23.27;23.27;0.00;0.00;1;1
50073;NachRezeption;278.19;14.61;14.61;0.00;0.00;8.25;8.25;0.00;0.00;1;1
50073;VorSchwester;278.19;14.61;14.61;0.00;0.00;8.25;8.25;0.00;0.00;1;1
50073;NachSchwester;280.43;12.20;12.37;-0.17;-1.35;6.18;6.18;0.00;0.00;1;1
50073;VorArzt;281.40;11.40;11.40;0.00;0.00;6.18;6.18;0.00;0.00;1;1
50073;NachArzt;292.55;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50067;Ankunft;194.53;74.87;102.62;-27.75;-27.04;33.92;33.92;0.00;0.00;1;1
50067;NachRezeption;244.04;46.50;53.12;-6.62;-12.46;16.55;16.55;0.00;0.00;1;1
50067;VorSchwester;244.04;46.50;53.12;-6.62;-12.46;16.55;16.55;0.00;0.00;1;1
50067;NachSchwester;250.88;42.89;46.27;-3.38;-7.30;9.87;9.87;0.00;0.00;1;1
50067;VorArzt;253.37;37.74;43.78;-6.04;-13.81;9.87;9.87;0.00;0.00;1;1
50067;NachArzt;296.91;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50070;Ankunft;198.76;78.92;103.24;-24.32;-23.56;5.25;5.25;0.00;0.00;1;1
50070;NachRezeption;256.90;34.41;45.11;-10.70;-23.73;4.68;4.68;0.00;0.00;1;1
50070;VorArzt;258.35;33.12;43.66;-10.54;-24.13;4.68;4.68;0.00;0.00;1;1
50070;NachArzt;301.76;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50071;Ankunft;200.48;84.41;108.77;-24.36;-22.39;13.26;13.26;0.00;0.00;1;1
50071;NachRezeption;258.89;43.85;50.37;-6.51;-12.93;11.27;11.27;0.00;0.00;1;1
50071;VorArzt;260.02;42.72;49.23;-6.51;-13.23;11.27;11.27;0.00;0.00;1;1
50071;NachArzt;309.00;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50069;Ankunft;198.37;92.63;113.07;-20.44;-18.08;17.15;17.15;0.00;0.00;1;1
50069;NachRezeption;256.33;39.72;55.11;-15.39;-27.92;12.88;12.88;-0.00;-0.00;1;1
50069;VorSchwester;256.33;39.72;55.11;-15.39;-27.92;12.88;12.88;-0.00;-0.00;1;1
50069;NachSchwester;260.10;45.33;51.34;-6.01;-11.71;9.27;9.27;-0.00;-0.00;1;1
50069;VorArzt;276.69;28.91;34.75;-5.84;-16.82;9.27;9.27;-0.00;-0.00;1;1
50069;NachArzt;311.19;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50077;Ankunft;213.16;100.71;99.14;1.57;1.58;10.05;10.05;0.00;0.00;1;1
50077;NachRezeption;302.48;9.99;9.82;0.17;1.70;4.51;4.51;0.00;0.00;1;1
50077;VorSchwester;302.48;9.99;9.82;0.17;1.70;4.51;4.51;0.00;0.00;1;1
50077;NachSchwester;304.28;8.02;8.02;0.00;0.00;2.88;2.88;0.00;0.00;1;1
50077;VorArzt;304.97;7.33;7.33;0.00;0.00;2.88;2.88;0.00;0.00;1;1
50077;NachArzt;312.05;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50045;Ankunft;150.81;89.58;162.15;-72.57;-44.76;16.35;16.35;0.00;0.00;0;1
50045;NachRezeption;184.32;67.50;128.64;-61.14;-47.53;15.37;15.37;0.00;0.00;0;1
50045;VorSchwester;184.32;67.50;128.64;-61.14;-47.53;15.37;15.37;0.00;0.00;0;1
50045;NachSchwester;191.50;52.14;121.46;-69.32;-57.07;8.35;8.35;0.00;0.00;0;1
50045;VorArzt;196.95;61.10;116.01;-54.91;-47.33;8.35;8.35;0.00;0.00;0;1
50045;NachArzt;215.16;97.80;97.80;0.00;0.00;2.52;2.52;0.00;0.00;1;1
50104;Ankunft;315.87;195.23;0.00;195.23;;11.72;;;;0;0
50105;Ankunft;316.33;186.63;0.00;186.63;;32.95;;;;0;0
50076;Ankunft;212.24;112.22;105.86;6.35;6.00;15.15;15.15;0.00;0.00;1;1
50076;NachRezeption;296.95;20.00;21.16;-1.15;-5.45;5.63;5.63;-0.00;-0.00;1;1
50076;VorArzt;301.06;16.02;17.05;-1.03;-6.03;5.63;5.63;-0.00;-0.00;1;1
50076;NachArzt;317.85;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50050;Ankunft;158.75;95.16;159.90;-64.74;-40.49;7.82;7.82;0.00;0.00;0;1
50050;NachRezeption;198.05;75.50;120.60;-45.11;-37.40;6.82;6.82;0.00;0.00;0;1
50050;VorArzt;206.15;71.17;112.50;-41.33;-36.74;6.82;6.82;0.00;0.00;0;1
50050;NachArzt;223.93;94.72;94.72;0.00;0.00;0.80;0.80;0.00;0.00;1;1
50055;Ankunft;167.04;89.25;153.46;-64.20;-41.84;14.13;14.13;0.00;0.00;0;1
50055;NachRezeption;203.65;88.75;116.84;-28.09;-24.04;13.55;13.55;0.00;0.00;1;1
50055;VorArzt;204.73;86.60;115.76;-29.16;-25.19;13.55;13.55;0.00;0.00;1;1
50055;NachArzt;227.04;93.46;93.46;0.00;0.00;1.84;1.84;0.00;0.00;1;1
50049;Ankunft;156.49;100.09;165.31;-65.21;-39.45;14.78;14.78;0.00;0.00;0;1
50049;NachRezeption;197.04;74.34;124.75;-50.41;-40.41;14.19;14.19;0.00;0.00;0;1
50049;VorSchwester;197.04;74.34;124.75;-50.41;-40.41;14.19;14.19;0.00;0.00;0;1
50049;NachSchwester;204.38;81.04;117.42;-36.38;-30.98;7.03;7.03;0.00;0.00;0;1
50049;VorArzt;206.60;87.26;115.19;-27.93;-24.25;7.03;7.03;0.00;0.00;1;1
50049;NachArzt;230.45;91.34;91.34;0.00;0.00;0.67;0.67;0.00;0.00;1;1
50078;Ankunft;214.26;134.15;109.85;24.30;22.12;10.51;10.51;0.00;0.00;1;1
50078;NachRezeption;306.95;16.98;17.15;-0.17;-0.97;6.04;6.04;0.00;0.00;1;1
50078;VorArzt;309.96;13.98;14.14;-0.17;-1.18;6.04;6.04;0.00;0.00;1;1
50078;NachArzt;323.85;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50060;Ankunft;176.37;99.62;149.95;-50.33;-33.56;7.83;7.83;0.00;0.00;0;1
50060;NachRezeption;213.05;113.84;113.27;0.57;0.51;7.34;7.34;0.00;0.00;1;1
50060;VorSchwester;213.05;113.84;113.27;0.57;0.51;7.34;7.34;0.00;0.00;1;1
50060;NachSchwester;214.89;126.86;111.42;15.44;13.86;5.66;5.66;0.00;0.00;1;1
50060;VorArzt;230.33;96.91;95.99;0.92;0.96;5.66;5.66;0.00;0.00;1;1
50060;NachArzt;233.57;92.74;92.74;0.00;0.00;2.71;2.71;0.00;0.00;1;1
50108;Ankunft;334.28;161.21;0.00;161.21;;18.97;;;;0;0
50086;Ankunft;232.13;147.85;102.81;45.04;43.81;10.86;10.86;0.00;0.00;0;1
50086;NachRezeption;323.53;11.41;11.41;0.00;0.00;9.68;9.68;0.00;0.00;1;1
50086;VorArzt;324.25;10.68;10.68;0.00;0.00;9.68;9.68;0.00;0.00;1;1
50086;NachArzt;334.69;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50085;Ankunft;231.57;142.44;108.88;33.56;30.83;9.80;9.80;0.00;0.00;0;1
50085;NachRezeption;322.35;21.53;18.10;3.43;18.95;9.16;9.16;0.00;0.00;1;1
50085;VorSchwester;322.35;21.53;18.10;3.43;18.95;9.16;9.16;0.00;0.00;1;1
50085;NachSchwester;327.90;14.58;12.55;2.04;16.23;3.78;3.78;0.00;0.00;1;1
50085;VorArzt;328.70;13.78;11.75;2.04;17.33;3.78;3.78;0.00;0.00;1;1
50085;NachArzt;340.19;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50056;Ankunft;167.67;115.01;180.70;-65.69;-36.35;32.58;32.58;0.00;0.00;0;1
50056;NachRezeption;204.50;107.14;143.88;-36.74;-25.53;31.74;31.74;-0.00;-0.00;1;1
50056;VorSchwester;204.50;107.14;143.88;-36.74;-25.53;31.74;31.74;-0.00;-0.00;1;1
50056;NachSchwester;209.55;131.81;138.82;-7.01;-5.05;26.85;26.85;-0.00;-0.00;1;1
50056;VorArzt;213.35;139.79;135.03;4.77;3.53;26.85;26.85;-0.00;-0.00;1;1
50056;NachArzt;240.19;108.18;108.18;0.00;0.00;20.39;20.39;-0.00;-0.00;1;1
50059;Ankunft;172.69;94.96;179.05;-84.09;-46.96;15.80;15.80;0.00;0.00;0;1
50059;NachRezeption;211.24;119.35;140.50;-21.15;-15.05;15.06;15.06;0.00;0.00;1;1
50059;VorSchwester;211.24;119.35;140.50;-21.15;-15.05;15.06;15.06;0.00;0.00;1;1
50059;NachSchwester;215.95;151.09;135.79;15.29;11.26;10.52;10.52;0.00;0.00;1;1
50059;VorArzt;216.57;150.44;135.17;15.28;11.30;10.52;10.52;0.00;0.00;1;1
50059;NachArzt;248.34;103.39;103.39;0.00;0.00;3.36;3.36;0.00;0.00;1;1
50113;Ankunft;353.79;134.68;0.00;134.68;;29.03;;;;0;0
50053;Ankunft;163.63;100.52;191.28;-90.76;-47.45;20.00;20.00;0.00;0.00;0;1
50053;NachRezeption;201.30;89.91;153.61;-63.69;-41.47;18.48;18.48;0.00;0.00;0;1
50053;VorSchwester;201.30;89.91;153.61;-63.69;-41.47;18.48;18.48;0.00;0.00;0;1
50053;NachSchwester;206.91;106.42;148.00;-41.58;-28.10;13.05;13.05;0.00;0.00;1;1
50053;VorArzt;213.58;115.66;141.33;-25.67;-18.16;13.05;13.05;0.00;0.00;1;1
50053;NachArzt;250.23;104.68;104.68;0.00;0.00;3.17;3.17;0.00;0.00;1;1
50115;Ankunft;355.02;148.25;0.00;148.25;;23.57;;;;0;0
50040;Ankunft;135.22;65.65;222.91;-157.26;-70.55;13.05;13.05;0.00;0.00;0;1
50040;NachRezeption;173.94;20.46;184.20;-163.74;-88.89;12.62;12.62;0.00;0.00;0;1
50040;VorArzt;181.36;21.52;176.78;-155.26;-87.83;12.62;12.62;0.00;0.00;0;1
50040;NachArzt;357.89;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50061;Ankunft;179.98;85.30;179.03;-93.72;-52.35;7.73;7.73;0.00;0.00;0;1
50061;NachRezeption;215.22;143.35;143.79;-0.44;-0.30;6.69;6.69;0.00;0.00;1;1
50061;VorArzt;220.97;131.17;138.04;-6.87;-4.98;6.69;6.69;0.00;0.00;1;1
50061;NachArzt;263.24;95.77;95.77;0.00;0.00;0.97;0.97;0.00;0.00;1;1
50054;Ankunft;165.32;110.58;196.12;-85.53;-43.61;20.67;20.67;0.00;0.00;0;1
50054;NachRezeption;203.08;102.29;158.36;-56.07;-35.41;18.90;18.90;0.00;0.00;0;1
50054;VorSchwester;203.08;102.29;158.36;-56.07;-35.41;18.90;18.90;0.00;0.00;0;1
50054;NachSchwester;207.79;114.20;153.64;-39.44;-25.67;14.35;14.35;0.00;0.00;1;1
50054;VorArzt;223.15;111.72;138.29;-26.56;-19.21;14.35;14.35;0.00;0.00;1;1
50054;NachArzt;272.35;89.08;89.08;0.00;0.00;1.00;1.00;0.00;0.00;1;1
50065;Ankunft;192.15;82.77;170.37;-87.60;-51.42;9.35;9.35;0.00;0.00;0;1
50065;NachRezeption;223.03;149.83;139.50;10.33;7.41;8.98;8.98;0.00;0.00;1;1
50065;VorArzt;223.48;143.10;139.05;4.06;2.92;8.98;8.98;0.00;0.00;1;1
50065;NachArzt;275.35;87.17;87.17;0.00;0.00;1.09;1.09;-0.00;-0.00;1;1
50063;Ankunft;184.34;117.18;181.61;-64.44;-35.48;8.91;8.91;0.00;0.00;0;1
50063;NachRezeption;221.05;148.24;144.90;3.34;2.30;8.31;8.31;0.00;0.00;1;1
50063;VorArzt;252.99;116.42;112.96;3.45;3.06;8.31;8.31;0.00;0.00;1;1
50063;NachArzt;286.21;79.74;79.74;0.00;0.00;3.43;3.43;0.00;0.00;1;1
50116;Ankunft;366.01;115.30;0.00;115.30;;12.49;;;;0;0
50037;Ankunft;128.21;70.70;241.29;-170.59;-70.70;23.29;23.29;0.00;0.00;0;1
50037;NachRezeption;171.81;24.89;197.70;-172.80;-87.41;23.04;23.04;0.00;0.00;0;1
50037;VorSchwester;171.81;24.89;197.70;-172.80;-87.41;23.04;23.04;0.00;0.00;0;1
50037;NachSchwester;180.62;28.61;188.88;-160.28;-84.85;14.40;14.40;0.00;0.00;0;1
50037;VorArzt;181.89;27.34;187.62;-160.28;-85.43;14.40;14.40;0.00;0.00;0;1
50037;NachArzt;369.25;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50066;Ankunft;193.74;90.39;176.54;-86.15;-48.80;19.32;19.32;0.00;0.00;0;1
50066;NachRezeption;226.67;157.25;143.62;13.63;9.49;15.68;15.68;0.00;0.00;1;1
50066;VorArzt;226.86;156.88;143.43;13.44;9.37;15.68;15.68;0.00;0.00;1;1
50066;NachArzt;286.87;83.42;83.42;0.00;0.00;4.33;4.33;0.00;0.00;1;1
50075;Ankunft;210.95;165.13;161.43;3.71;2.30;7.99;7.99;0.00;0.00;1;1
50075;NachRezeption;287.43;95.43;84.95;10.47;12.33;7.47;7.47;0.00;0.00;1;1
50075;VorSchwester;287.43;95.43;84.95;10.47;12.33;7.47;7.47;0.00;0.00;1;1
50075;NachSchwester;288.79;92.53;83.59;8.94;10.69;6.27;6.27;0.00;0.00;1;1
50075;VorArzt;290.34;89.43;82.04;7.39;9.01;6.27;6.27;0.00;0.00;1;1
50075;NachArzt;297.57;74.81;74.81;0.00;0.00;1.43;1.43;0.00;0.00;1;1
50089;Ankunft;255.04;113.92;118.47;-4.54;-3.84;4.75;4.75;0.00;0.00;1;1
50089;NachRezeption;355.42;16.28;18.08;-1.80;-9.95;4.16;4.16;0.00;0.00;1;1
50089;VorSchwester;355.42;16.28;18.08;-1.80;-9.95;4.16;4.16;0.00;0.00;1;1
50089;NachSchwester;357.88;13.66;15.63;-1.97;-12.58;1.87;1.87;0.00;0.00;1;1
50089;VorArzt;358.45;13.08;15.05;-1.97;-13.07;1.87;1.87;0.00;0.00;1;1
50089;NachArzt;373.25;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50118;Ankunft;379.14;115.90;0.00;115.90;;10.19;;;;0;0
50074;Ankunft;207.31;182.93;172.89;10.04;5.81;14.10;14.10;0.00;0.00;1;1
50074;NachRezeption;285.07;106.61;95.12;11.48;12.07;12.62;12.62;0.00;0.00;1;1
50074;VorSchwester;285.07;106.61;95.12;11.48;12.07;12.62;12.62;0.00;0.00;1;1
50074;NachSchwester;290.47;106.39;89.72;16.67;18.59;7.38;7.38;0.00;0.00;1;1
50074;VorArzt;291.42;104.50;88.77;15.73;17.72;7.38;7.38;0.00;0.00;1;1
50074;NachArzt;317.65;62.55;62.55;0.00;0.00;1.10;1.10;0.00;0.00;1;1
50080;Ankunft;215.47;246.23;165.80;80.43;48.51;8.42;8.42;0.00;0.00;0;1
50080;NachRezeption;313.41;76.49;67.86;8.63;12.72;7.89;7.89;0.00;0.00;1;1
50080;VorArzt;316.13;72.91;65.13;7.78;11.95;7.89;7.89;0.00;0.00;1;1
50080;NachArzt;324.84;56.42;56.42;0.00;0.00;1.07;1.07;0.00;0.00;1;1
50081;Ankunft;216.32;241.23;165.36;75.87;45.88;8.12;8.12;0.00;0.00;0;1
50081;NachRezeption;314.01;76.90;67.66;9.23;13.65;7.51;7.51;-0.00;-0.00;1;1
50081;VorSchwester;314.01;76.90;67.66;9.23;13.65;7.51;7.51;-0.00;-0.00;1;1
50081;NachSchwester;318.18;71.54;63.50;8.04;12.66;3.51;3.51;-0.00;-0.00;1;1
50081;VorArzt;321.67;64.55;60.01;4.55;7.58;3.51;3.51;-0.00;-0.00;1;1
50081;NachArzt;327.12;54.55;54.55;0.00;0.00;0.41;0.41;0.00;0.00;1;1
50095;Ankunft;271.74;125.35;112.60;12.76;11.33;7.21;7.21;0.00;0.00;1;1
50095;NachRezeption;360.35;23.66;23.99;-0.33;-1.39;6.36;6.36;0.00;0.00;1;1
50095;VorArzt;369.15;14.86;15.20;-0.33;-2.19;6.36;6.36;0.00;0.00;1;1
50095;NachArzt;384.09;0.25;0.25;0.00;0.00;0.00;0.00;0.00;;1;1
50119;Ankunft;385.49;108.76;0.00;108.76;;23.83;;;;0;0
